Date,Vendor,Pro,Site,BSC,Cell,TRX,SDCCH,TCH,Trafic offer,SD Attempt,SD Cong,SCR,SD Suc,SD Drop,SDR,TCH Attempt,TCH Succ,TCH Cong,TCR,TASR,CSSR,Call Suc,Call Drop,CDR,HO Attempt,HO Suc,HOSR,HI Attempt,HI Suc,HISR,Erlang peak,Erlang HR,TU (non HR),% Traffic HR
10/3/2014 7:00:00 PM,Nokia,MAP,MAP009,BCMP01,MAP0093,2,23,9.22,4.34,836,0,0,836,1,0.12,93,93,0,0,100,99.88,93,2,2.3,219,206,94.06,204,200,98.04,1.85,0.4333333,42.58,23.42
10/3/2014 3:00:00 PM,Nokia,MAP,MAP010,BCMP01,MAP0101,2,23,9.99,5.08,106,0,0,106,0,0,49,49,0,0,100,100,49,0,0,10,9,90,6,6,100,1.23,0,24.26,0
10/3/2014 7:00:00 PM,Nokia,MAP,MAP010,BCMP01,MAP0102,2,23,9.39,4.34,132,0,0,132,0,0,31,31,0,0,100,100,31,0,0,8,8,100,6,6,100,0.71,0,16.24,0
10/3/2014 6:00:00 PM,Nokia,MAP,MAP010,BCMP01,MAP0103,2,31,7.58,3.63,284,0,0,284,0,0,43,43,0,0,100,100,43,0,0,22,22,100,22,22,100,1.14,0,31.55,0
10/3/2014 8:00:00 PM,Nokia,MAP,MAP011,BCMP01,MAP0111,2,23,9.61,5.08,219,0,0,219,1,0.46,43,43,0,0,100,99.54,43,2,4.76,50,49,98,48,48,100,0.58,0,11.47,0
10/3/2014 7:00:00 PM,Nokia,MAP,MAP011,BCMP01,MAP0112,2,23,9.32,4.34,275,0,0,275,0,0,73,73,0,0,100,100,73,0,0,43,42,97.67,44,44,100,1.54,0,35.55,0
10/3/2014 7:00:00 PM,Nokia,MAP,MAP011,BCMP01,MAP0113,2,23,9.02,4.34,308,0,0,308,0,0,58,58,0,0,100,100,58,0,0,187,182,97.33,186,183,98.39,1.53,0.3666667,35.29,23.91
10/3/2014 6:00:00 PM,Nokia,MAP,MAP012,BCMP01,MAP0121,2,23,9.92,5.08,145,0,0,145,2,1.38,47,45,0,0,95.74,94.42,45,1,1.96,35,34,97.14,40,40,100,0.81,0.04444445,15.84,5.52
10/3/2014 8:00:00 PM,Nokia,MAP,MAP012,BCMP01,MAP0122,2,23,8.71,4.34,217,0,0,217,0,0,47,48,0,0,102.13,102.13,48,1,1.85,78,78,100,90,84,93.33,0.79,0.04444445,18.28,5.59
10/3/2014 6:00:00 PM,Nokia,MAP,MAP012,BCMP01,MAP0123,2,23,9.16,4.34,241,0,0,241,0,0,60,60,0,0,100,100,60,0,0,109,109,100,110,110,100,1.22,0.07222223,28.13,5.91
10/3/2014 8:00:00 PM,Nokia,MAP,MAP013,BCMP01,MAP0131,2,23,9.37,4.34,352,0,0,352,0,0,77,77,0,0,100,100,77,1,1.37,137,133,97.08,129,129,100,0.86,0.03333334,19.69,3.9
10/3/2014 10:00:00 AM,Nokia,MAP,MAP013,BCMP01,MAP0132,2,23,8.54,4.34,390,0,0,390,0,0,93,93,0,0,100,100,93,0,0,122,122,100,99,97,97.98,2.17,0.6611111,49.87,30.51
10/3/2014 7:00:00 PM,Nokia,MAP,MAP013,BCMP01,MAP0133,2,23,9.11,4.34,389,0,0,389,1,0.26,104,103,0,0,99.04,98.78,103,0,0,221,218,98.64,203,202,99.51,1.38,0.04444445,31.84,3.21
10/3/2014 7:00:00 PM,Nokia,MAP,MAP014,BCMP01,MAP0141,1,31,6.28,2.28,1950,0,0,1950,3,0.15,169,169,0,0,100,99.85,169,0,0,369,353,95.66,375,350,93.33,2.83,2.605556,124.24,92.14
10/3/2014 7:00:00 PM,Nokia,MAP,MAP014,BCMP01,MAP0142,2,23,9.44,4.34,114,0,0,114,2,1.75,33,33,0,0,100,98.25,33,0,0,29,28,96.55,28,27,96.43,0.49,0.06111111,11.38,12.36
10/3/2014 7:00:00 PM,Nokia,MAP,MAP014,BCMP01,MAP0143,1,23,7.92,3.63,165,0,0,165,0,0,38,38,0,0,100,100,38,0,0,42,42,100,43,40,93.02,0.41,0.05,11.33,12.16
10/3/2014 8:00:00 PM,Nokia,MAP,MAP016,BCMP01,MAP0161,2,23,9.79,5.08,400,0,0,400,0,0,91,91,0,0,100,100,91,0,0,57,57,100,41,41,100,1.09,0,21.53,0
10/3/2014 8:00:00 PM,Nokia,MAP,MAP016,BCMP01,MAP0162,2,31,8.89,4.34,191,0,0,191,0,0,36,36,0,0,100,100,36,0,0,24,23,95.83,25,24,96,0.71,0,16.37,0
10/3/2014 6:00:00 PM,Nokia,MAP,MAP016,BCMP01,MAP0163,2,23,9.71,5.08,270,0,0,270,1,0.37,75,75,0,0,100,99.63,75,0,0,77,77,100,70,70,100,1.33,0.1611111,26.12,12.13
10/3/2014 8:00:00 PM,Nokia,MAP,MAP017,BCMP01,MAP0171,2,23,9.31,4.34,810,0,0,810,1,0.12,78,78,0,0,100,99.88,78,0,0,47,43,91.49,44,44,100,2.39,1.838889,55.11,76.8
10/3/2014 7:00:00 PM,Nokia,MAP,MAP017,BCMP01,MAP0172,2,31,8.74,4.34,855,0,0,855,2,0.23,79,79,0,0,100,99.77,79,1,1.37,144,141,97.92,135,135,100,2.22,1.822222,51.14,82
10/3/2014 7:00:00 PM,Nokia,MAP,MAP017,BCMP01,MAP0173,2,23,9.16,4.34,214,0,0,214,1,0.47,79,79,0,0,100,99.53,79,1,1.3,101,100,99.01,98,98,100,1.18,0.1611111,27.11,13.68
10/3/2014 4:00:00 PM,Nokia,MAP,MAP018,BCMP01,MAP0181,2,31,8.19,3.63,397,0,0,397,0,0,115,115,0,0,100,100,115,0,0,27,27,100,30,30,100,2.38,2.311111,65.71,96.97
10/3/2014 7:00:00 PM,Nokia,MAP,MAP018,BCMP01,MAP0182,1,31,6.86,2.93,297,0,0,297,0,0,65,65,0,0,100,100,65,0,0,40,39,97.5,42,41,97.62,1.31,0.1388889,44.67,10.59
10/3/2014 9:00:00 PM,Nokia,MAP,MAP018,BCMP01,MAP0183,2,23,8.59,4.34,617,0,0,617,1,0.16,31,31,0,0,100,99.84,31,0,0,46,44,95.65,43,43,100,1.75,0.04444445,40.28,2.54
10/3/2014 10:00:00 PM,Nokia,MAP,MAP019,BCMP01,MAP0191,2,23,9.71,5.08,47,0,0,47,0,0,8,8,0,0,100,100,8,0,0,29,29,100,29,29,100,0.85,0,16.72,0
10/3/2014 6:00:00 PM,Nokia,MAP,MAP019,BCMP01,MAP0192,2,23,9.29,4.34,156,0,0,156,0,0,42,42,0,0,100,100,42,0,0,21,21,100,25,23,92,0.62,0,14.19,0
10/3/2014 12:00:00 PM,Nokia,MAP,MAP019,BCMP01,MAP0193,2,23,8.5,3.63,435,0,0,435,0,0,76,76,0,0,100,100,76,0,0,30,30,100,37,37,100,2.48,1.055556,68.31,42.6
10/3/2014 4:00:00 PM,Nokia,MAP,MAP022,BCMP01,MAP0221,2,23,9,4.34,289,0,0,289,0,0,57,57,0,0,100,100,57,0,0,16,16,100,18,18,100,0.89,0.1944444,20.46,21.88
10/3/2014 7:00:00 PM,Nokia,MAP,MAP022,BCMP01,MAP0222,2,23,9.24,4.34,330,0,0,330,1,0.3,81,81,0,0,100,99.7,81,0,0,55,55,100,56,55,98.21,1.02,0.03333334,23.53,3.26
10/3/2014 8:00:00 PM,Nokia,MAP,MAP022,BCMP01,MAP0223,2,23,8.08,3.63,586,0,0,586,3,0.51,76,76,0,0,100,99.49,76,0,0,197,197,100,210,208,99.05,2.56,2.505556,70.61,97.83
10/3/2014 6:00:00 PM,Nokia,MAP,MAP023,BCMP01,MAP0231,2,23,8.73,4.34,702,0,0,702,1,0.14,228,228,0,0,100,99.86,228,4,1.95,287,283,98.61,266,260,97.74,3.45,3.127778,79.4,90.66
10/3/2014 4:00:00 PM,Nokia,MAP,MAP023,BCMP01,MAP0232,2,23,9.89,5.08,142,0,0,142,1,0.7,48,48,0,0,100,99.3,48,0,0,29,28,96.55,20,20,100,1.19,0.01111111,23.49,0.93
10/3/2014 7:00:00 PM,Nokia,MAP,MAP023,BCMP01,MAP0233,2,23,9.66,5.08,449,0,0,449,1,0.22,87,86,0,0,98.85,98.63,86,0,0,149,146,97.99,151,150,99.34,1.47,0.4833333,28.85,32.95
10/3/2014 8:00:00 PM,Nokia,MAP,MAP024,BCMP01,MAP0241,2,23,8.91,4.34,365,0,0,365,1,0.27,66,65,0,0,98.48,98.21,65,2,3.51,113,112,99.12,112,104,92.86,1.61,0.02777778,36.95,1.73
10/3/2014 6:00:00 PM,Nokia,MAP,MAP024,BCMP01,MAP0242,2,23,8.5,3.63,337,0,0,337,1,0.3,52,52,0,0,100,99.7,52,0,0,130,129,99.23,130,127,97.69,1.31,0.1777778,36.15,13.56
10/3/2014 6:00:00 PM,Nokia,MAP,MAP024,BCMP01,MAP0243,2,23,8.79,4.34,703,0,0,703,2,0.28,169,168,0,0,99.41,99.13,168,3,2.26,405,401,99.01,369,366,99.19,2.37,0.8722222,54.47,36.85
10/3/2014 10:00:00 PM,Nokia,MAP,MAP025,BCMP01,MAP0251,2,31,7.24,2.93,408,0,0,407,1,0.25,41,41,0,0,100,99.75,41,0,0,41,41,100,38,38,100,1.37,0.02222222,46.56,1.63
10/3/2014 7:00:00 PM,Nokia,MAP,MAP025,BCMP01,MAP0252,2,23,8.61,4.34,510,0,0,510,0,0,44,44,0,0,100,100,44,0,0,27,27,100,26,26,100,1.2,0.005555556,27.62,0.46
10/3/2014 7:00:00 PM,Nokia,MAP,MAP025,BCMP01,MAP0253,2,31,8.11,3.63,240,0,0,240,0,0,51,51,0,0,100,100,51,0,0,53,52,98.11,58,58,100,1.17,0,32.17,0
10/3/2014 3:00:00 PM,Nokia,MAP,MAP026,BCMP01,MAP0261,1,23,7.12,2.93,138,0,0,138,0,0,8,8,0,0,100,100,8,0,0,12,11,91.67,12,12,100,0.71,0,24.23,0
10/3/2014 12:00:00 AM,Nokia,MAP,MAP026,BCMP01,MAP0262,2,22.16,9.68,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/3/2014 8:00:00 PM,Nokia,MAP,MAP026,BCMP01,MAP0263,2,23,8.46,3.63,186,0,0,186,0,0,46,46,0,0,100,100,46,0,0,13,13,100,12,11,91.67,0.84,0,23.13,0
10/3/2014 9:00:00 PM,Nokia,MAP,MAP028,BCMP01,MAP0281,2,23,9.43,4.34,409,0,0,409,1,0.24,62,62,0,0,100,99.76,62,0,0,32,31,96.88,26,26,100,0.94,0,21.61,0
10/3/2014 7:00:00 PM,Nokia,MAP,MAP028,BCMP01,MAP0282,2,23,8.52,4.34,132,0,0,132,0,0,31,31,0,0,100,100,31,1,2.78,21,20,95.24,25,25,100,1.19,0.01666667,27.49,1.4
10/3/2014 8:00:00 AM,Nokia,MAP,MAP028,BCMP01,MAP0283,2,23,8.53,4.34,377,0,0,377,1,0.27,65,65,0,0,100,99.73,65,0,0,13,13,100,11,10,90.91,0.8,0,18.41,0
10/3/2014 6:00:00 PM,Nokia,MAP,MAP029,BCMP01,MAP0291,2,23,8.63,4.34,902,0,0,902,5,0.55,273,273,0,0,100,99.45,273,1,0.46,542,526,97.05,470,469,99.79,3.82,3.161111,87.97,82.7
10/3/2014 8:00:00 PM,Nokia,MAP,MAP029,BCMP01,MAP0292,1,31,6.42,2.28,525,0,0,525,5,0.95,76,76,0,0,100,99.05,76,0,0,176,175,99.43,165,164,99.39,1.62,0.3944444,71.28,24.32
10/3/2014 7:00:00 PM,Nokia,MAP,MAP029,BCMP01,MAP0293,3,63,18.16,11.49,1609,0,0,1609,4,0.25,314,315,0,0,100.32,100.07,315,2,0.72,446,440,98.65,403,401,99.5,4.37,1.094444,38.05,25.03
10/3/2014 7:00:00 PM,Nokia,MAP,MAP030,BCMP01,MAP0301,2,31,8.38,3.63,385,0,0,385,2,0.52,123,124,0,0,100.81,100.29,124,3,2.08,305,300,98.36,321,320,99.69,1.99,0.2777778,54.84,13.97
10/3/2014 9:00:00 PM,Nokia,MAP,MAP030,BCMP01,MAP0302,2,23,9.72,5.08,232,0,0,232,0,0,59,59,0,0,100,100,59,0,0,46,42,91.3,36,35,97.22,1.24,0.02222222,24.48,1.79
10/3/2014 9:00:00 PM,Nokia,MAP,MAP030,BCMP01,MAP0303,2,23,9.16,4.34,331,0,0,331,0,0,56,56,0,0,100,100,56,0,0,76,74,97.37,78,77,98.72,2.07,1.644444,47.69,79.36
10/3/2014 6:00:00 PM,Nokia,MAP,MAP032,BCMP01,MAP0321,2,23,9.22,4.34,654,0,0,654,1,0.15,177,177,0,0,100,99.85,177,0,0,255,249,97.65,221,218,98.64,2.16,0.3833333,49.61,17.78
10/3/2014 6:00:00 PM,Nokia,MAP,MAP032,BCMP01,MAP0322,2,23,9.83,5.08,240,0,0,240,0,0,45,45,0,0,100,100,45,0,0,63,63,100,68,68,100,0.83,0.1055556,16.39,12.67
10/3/2014 8:00:00 PM,Nokia,MAP,MAP032,BCMP01,MAP0323,2,31,7.84,3.63,529,0,0,529,3,0.57,106,106,0,0,100,99.43,106,0,0,190,190,100,200,196,98,2.45,1.638889,67.55,66.89
10/3/2014 8:00:00 PM,Nokia,MAP,MAP033,BCMP01,MAP0331,2,23,8.15,3.63,1826,0,0,1826,9,0.49,276,275,0,0,99.64,99.15,275,2,0.72,175,174,99.43,180,177,98.33,3.48,2.738889,95.89,78.75
10/3/2014 7:00:00 PM,Nokia,MAP,MAP033,BCMP01,MAP0332,2,23,9.12,4.34,389,0,0,389,0,0,106,107,0,0,100.94,100.94,107,0,0,231,230,99.57,222,219,98.65,1.86,0.1944444,42.83,10.45
10/3/2014 7:00:00 PM,Nokia,MAP,MAP033,BCMP01,MAP0333,4,55,21.12,14.04,1706,0,0,1706,5,0.29,218,218,0,0,100,99.71,218,1,0.47,237,232,97.89,231,229,99.13,4.01,0.2666667,28.53,6.66
10/3/2014 7:00:00 PM,Nokia,MAP,MAP034,BCMP01,MAP0341,3,55,16.54,10.66,2177,0,0,2177,6,0.28,343,342,0,0,99.71,99.43,342,1,0.31,668,665,99.55,657,650,98.93,6.08,3.405555,57.01,56.03
10/3/2014 7:00:00 PM,Nokia,MAP,MAP034,BCMP01,MAP0342,2,23,8.06,3.63,851,0,0,851,2,0.24,164,167,0,0,101.83,101.59,167,-2,-1.28,537,532,99.07,525,521,99.24,2.54,0.8222222,70.15,32.31
10/3/2014 6:00:00 PM,Nokia,MAP,MAP034,BCMP01,MAP0343,1,23,6.08,2.28,1456,0,0,1456,5,0.34,187,188,0,0,100.53,100.19,188,3,1.55,398,390,97.99,409,395,96.58,2.83,1.861111,124.49,65.69
10/3/2014 4:00:00 PM,Nokia,MAP,MAP036,BCMP01,MAP0361,2,31,8.36,3.63,388,0,0,388,0,0,57,57,0,0,100,100,57,0,0,51,51,100,46,45,97.83,1.06,0,29.1,0
10/3/2014 4:00:00 PM,Nokia,MAP,MAP036,BCMP01,MAP0362,2,31,8.74,4.34,535,0,0,535,1,0.19,27,27,0,0,100,99.81,27,0,0,62,59,95.16,65,64,98.46,0.91,0.03333334,20.84,3.68
10/3/2014 7:00:00 PM,Nokia,MAP,MAP036,BCMP01,MAP0363,2,31,8.58,4.34,223,0,0,223,0,0,64,64,0,0,100,100,64,0,0,104,102,98.08,103,102,99.03,0.93,0,21.48,0
10/3/2014 7:00:00 PM,Nokia,MAP,MAP037,BCMP01,MAP0371,1,23,7.58,3.63,556,0,0,556,0,0,142,142,0,0,100,100,142,1,0.77,40,40,100,28,28,100,2.39,2.011111,66.02,83.99
10/3/2014 8:00:00 PM,Nokia,MAP,MAP037,BCMP01,MAP0372,1,23,7.78,3.63,557,0,0,556,0,0,160,160,0,0,100,100,160,3,1.91,146,143,97.95,141,140,99.29,2.87,1.833333,79.19,63.83
10/3/2014 8:00:00 PM,Nokia,MAP,MAP037,BCMP01,MAP0373,4,63,19.36,12.33,420,0,0,420,0,0,102,102,0,0,100,100,102,0,0,160,158,98.75,172,170,98.84,2.81,0.4666667,22.75,16.63
10/3/2014 7:00:00 PM,Nokia,MAP,MAP038,BCMP01,MAP0381,3,63,18.67,12.33,847,0,0,847,1,0.12,249,249,0,0,100,99.88,249,0,0,240,239,99.58,246,245,99.59,5.19,0.2888889,42.13,5.56
10/3/2014 6:00:00 PM,Nokia,MAP,MAP038,BCMP01,MAP0382,2,23,8.93,4.34,519,0,0,519,0,0,170,170,0,0,100,100,170,1,0.6,46,46,100,46,44,95.65,2.34,2.2,53.96,93.84
10/3/2014 7:00:00 PM,Nokia,MAP,MAP038,BCMP01,MAP0383,2,31,7.94,3.63,430,0,0,430,2,0.47,109,109,0,0,100,99.53,109,0,0,300,300,100,339,339,100,2.37,1.7,65.4,71.66
10/3/2014 6:00:00 PM,Nokia,MAP,MAP039,BCMP01,MAP0391,1,23,7.83,3.63,231,0,0,231,0,0,62,62,0,0,100,100,62,0,0,70,70,100,77,76,98.7,1.51,0.2944444,41.51,19.56
10/3/2014 8:00:00 PM,Nokia,MAP,MAP039,BCMP01,MAP0392,2,31,8.58,4.34,166,0,0,166,2,1.2,26,26,0,0,100,98.8,26,0,0,96,96,100,94,94,100,0.88,0.07222223,20.33,8.18
10/3/2014 8:00:00 PM,Nokia,MAP,MAP039,BCMP01,MAP0393,2,23,8.86,4.34,149,0,0,149,0,0,23,23,0,0,100,100,23,0,0,24,24,100,25,24,96,0.75,0.005555556,17.26,0.74
10/3/2014 8:00:00 PM,Nokia,MAP,MAP040,BCMP01,MAP0401,2,23,8.93,4.34,589,0,0,589,25,4.24,58,58,0,0,100,95.76,58,1,1.41,57,54,94.74,68,67,98.53,1.98,0.7166666,45.65,36.13
10/3/2014 7:00:00 PM,Nokia,MAP,MAP040,BCMP01,MAP0402,2,23,9.06,4.34,1579,0,0,1579,6,0.38,243,242,0,0,99.59,99.21,242,4,1.79,240,235,97.92,227,217,95.59,2.88,0.6,66.23,20.85
10/3/2014 7:00:00 PM,Nokia,MAP,MAP040,BCMP01,MAP0403,2,23,8.77,4.34,1012,0,0,1012,2,0.2,171,171,0,0,100,99.8,171,6,3.51,158,155,98.1,161,155,96.27,3.33,3.066667,76.72,92
10/3/2014 9:00:00 PM,Nokia,MAP,MAP041,BCMP01,MAP0411,2,23,9.41,4.34,459,0,0,459,0,0,91,91,0,0,100,100,91,1,1.01,120,120,100,129,128,99.22,3.43,3.088889,78.89,90.11
10/3/2014 5:00:00 PM,Nokia,MAP,MAP041,BCMP01,MAP0412,2,23,9.8,5.08,224,0,0,224,0,0,80,80,0,0,100,100,80,0,0,35,35,100,36,35,97.22,1.58,0.1611111,31.14,10.18
10/3/2014 6:00:00 PM,Nokia,MAP,MAP041,BCMP01,MAP0413,2,23,9.07,4.34,811,0,0,811,1,0.12,149,149,0,0,100,99.88,149,0,0,198,197,99.49,207,203,98.07,3.18,0.95,73.26,29.84
10/3/2014 7:00:00 PM,Nokia,MAP,MAP042,BCMP01,MAP0421,2,31,7.21,2.93,1167,0,0,1167,2,0.17,187,186,0,0,99.47,99.3,186,4,2.5,282,278,98.58,254,252,99.21,3.59,3.311111,122.47,92.12
10/3/2014 8:00:00 PM,Nokia,MAP,MAP042,BCMP01,MAP0422,3,63,18.85,12.33,650,0,0,650,0,0,222,222,0,0,100,100,222,0,0,182,180,98.9,175,174,99.43,5.36,1.294444,43.48,24.15
10/3/2014 7:00:00 PM,Nokia,MAP,MAP042,BCMP01,MAP0423,3,39,14.98,9.01,937,0,0,937,2,0.21,267,268,0,0,100.37,100.16,268,0,0,250,246,98.4,243,243,100,4.39,0.5777778,48.77,13.15
10/3/2014 7:00:00 PM,Nokia,MAP,MAP043,BCMP01,MAP0431,2,31,7.44,2.93,291,0,0,291,2,0.69,57,57,0,0,100,99.31,57,0,0,95,95,100,108,107,99.07,1.04,0.01111111,35.4,1.07
10/3/2014 11:00:00 AM,Nokia,MAP,MAP043,BCMP01,MAP0432,2,23,9.29,4.34,269,0,0,269,0,0,48,48,0,0,100,100,48,0,0,44,44,100,39,39,100,0.77,0,17.77,0
10/3/2014 8:00:00 PM,Nokia,MAP,MAP043,BCMP01,MAP0433,2,23,9.46,4.34,300,0,0,300,2,0.67,74,75,0,0,101.35,100.67,75,1,1.35,140,134,95.71,136,133,97.79,1.49,0.3277778,34.39,21.93
10/3/2014 6:00:00 AM,Nokia,MAP,MAP044,BCMP01,MAP0441,2,23,9.94,5.08,777,0,0,777,5,0.64,101,99,0,0,98.02,97.39,99,1,1.05,21,20,95.24,19,16,84.21,1.37,0,26.99,0
10/3/2014 6:00:00 PM,Nokia,MAP,MAP044,BCMP01,MAP0442,2,23,9.03,4.34,597,0,0,597,3,0.5,189,187,0,0,98.94,98.45,187,0,0,44,44,100,48,47,97.92,2.17,0.5444444,49.87,25.13
10/3/2014 7:00:00 PM,Nokia,MAP,MAP044,BCMP01,MAP0443,4,55,21.64,14.9,760,0,0,760,1,0.13,300,296,0,0,98.67,98.54,296,1,0.34,36,36,100,34,33,97.06,3.18,0,21.36,0
10/3/2014 6:00:00 PM,Nokia,MAP,MAP045,BCMP01,MAP0451,2,39,12.08,6.61,966,0,0,966,2,0.21,241,241,0,0,100,99.79,241,2,0.81,42,42,100,47,47,100,3.15,0.1055556,47.62,3.35
10/3/2014 3:00:00 PM,Nokia,MAP,MAP045,BCMP01,MAP0452,2,23,8.7,4.34,108,0,0,108,0,0,31,30,0,0,96.77,96.77,30,0,0,26,26,100,23,24,104.35,0.65,0,14.96,0
10/3/2014 7:00:00 PM,Nokia,MAP,MAP045,BCMP01,MAP0453,5,95,24,16.63,983,0,0,983,7,0.71,239,238,0,0,99.58,98.87,238,1,0.41,33,32,96.97,39,38,97.44,4.2,0,25.26,0
10/3/2014 7:00:00 PM,Nokia,MAP,MAP046,BCMP01,MAP0461,2,23,9.94,5.08,166,0,0,166,0,0,24,24,0,0,100,100,24,0,0,18,18,100,22,20,90.91,0.62,0,12.24,0
10/3/2014 2:00:00 PM,Nokia,MAP,MAP046,BCMP01,MAP0462,1,23,4.82,1.66,379,0,0,379,3,0.79,72,72,0,0,100,99.21,72,0,0,8,8,100,4,4,100,1.61,0.9944444,96.9,61.94
10/3/2014 9:00:00 PM,Nokia,MAP,MAP046,BCMP01,MAP0463,2,31,8.57,4.34,271,0,0,271,2,0.74,19,19,0,0,100,99.26,19,0,0,12,12,100,10,10,100,0.78,0,18.03,0
10/3/2014 2:00:00 PM,Nokia,MAP,MAP047,BCMP01,MAP0471,4,71,18.13,11.49,549,0,0,549,1,0.18,142,141,0,0,99.3,99.12,141,0,0,34,34,100,32,32,100,1.97,0,17.16,0
10/3/2014 6:00:00 PM,Nokia,MAP,MAP047,BCMP01,MAP0472,1,23,7.17,2.93,275,0,0,275,0,0,79,79,0,0,100,100,79,1,1.32,7,4,57.14,1,1,100,1.4,0,47.7,0
10/3/2014 7:00:00 PM,Nokia,MAP,MAP047,BCMP01,MAP0473,2,31,8.61,4.34,362,0,0,362,1,0.28,133,132,0,0,99.25,98.97,132,0,0,74,74,100,83,80,96.39,1.52,0.06666667,34.91,4.4
10/3/2014 7:00:00 PM,Nokia,MAP,MAP048,BCMP01,MAP0481,3,79,12.35,6.61,2103,0,0,2103,4,0.19,615,619,0,0,100.65,100.46,619,2,0.35,839,834,99.4,788,783,99.37,8.87,7.466667,134.04,84.21
10/3/2014 1:00:00 PM,Nokia,MAP,MAP048,BCMP01,MAP0482,3,63,11.63,6.61,2173,0,0,2173,5,0.23,701,700,0,0,99.86,99.63,700,5,0.93,1057,1052,99.53,891,889,99.78,8.3,6.272222,125.47,75.57
10/3/2014 7:00:00 PM,Nokia,MAP,MAP048,BCMP01,MAP0483,3,47,13.18,7.4,1168,0,0,1168,8,0.68,348,348,0,0,100,99.32,348,8,2.44,428,424,99.07,404,404,100,6.09,5.472222,82.34,89.79
10/3/2014 7:00:00 PM,Nokia,MAP,MAP049,BCMP01,MAP0491,2,23,8.84,4.34,1592,0,0,1592,7,0.44,320,318,0,0,99.38,98.94,318,0,0,145,141,97.24,140,133,95,4.08,1.894444,93.98,46.39
10/3/2014 6:00:00 PM,Nokia,MAP,MAP049,BCMP01,MAP0492,4,55,21.46,14.04,2055,0,0,2055,6,0.29,421,420,0,0,99.76,99.47,420,1,0.25,196,192,97.96,167,167,100,4.62,0.005555556,32.88,0.12
10/3/2014 8:00:00 PM,Nokia,MAP,MAP049,BCMP01,MAP0493,1,23,6.17,2.28,296,0,0,296,1,0.34,72,70,0,0,97.22,96.89,70,1,1.41,72,70,97.22,71,71,100,1.57,0.3944444,68.83,25.18
10/3/2014 5:00:00 PM,Nokia,MAP,MAP050,BCMP01,MAP0501,4,63,19.11,12.33,1375,0,0,1375,2,0.15,520,519,0,0,99.81,99.66,519,0,0,97,96,98.97,94,93,98.94,5.35,0.05,43.39,0.93
10/3/2014 6:00:00 PM,Nokia,MAP,MAP050,BCMP01,MAP0502,4,63,19.27,12.33,939,0,0,939,9,0.96,292,292,0,0,100,99.04,292,0,0,63,63,100,57,57,100,3.26,0.005555556,26.45,0.17
10/3/2014 8:00:00 PM,Nokia,MAP,MAP050,BCMP01,MAP0503,3,55,18,11.49,1889,0,0,1889,3,0.16,509,508,0,0,99.8,99.64,508,4,0.78,52,52,100,56,56,100,6.57,0,57.15,0
10/3/2014 8:00:00 PM,Nokia,MAP,MAP051,BCMP01,MAP0511,2,23,11,5.84,63,0,0,63,0,0,25,24,0,0,96,96,24,0,0,154,154,100,166,165,99.4,0.96,0.01666667,16.36,1.74
10/3/2014 7:00:00 PM,Nokia,MAP,MAP051,BCMP01,MAP0512,2,23,10.44,5.08,475,0,0,475,1,0.21,148,147,0,0,99.32,99.11,147,8,5.84,381,344,90.29,353,334,94.62,2.29,0.1444445,45.02,6.31
10/3/2014 6:00:00 PM,Nokia,MAP,MAP051,BCMP01,MAP0513,2,23,10.48,5.08,540,0,0,540,1,0.19,228,228,0,0,100,99.81,228,1,0.49,235,235,100,219,212,96.8,2.23,0.3166667,43.82,14.21
10/3/2014 3:00:00 PM,Nokia,MAP,MAP052,BCMP01,MAP0521,2,31,8.27,3.63,1259,0,0,1259,10,0.79,213,210,0,0,98.59,97.81,210,3,1.47,112,108,96.43,103,102,99.03,2.38,0.2222222,65.56,9.35
10/3/2014 7:00:00 PM,Nokia,MAP,MAP052,BCMP01,MAP0522,3,55,19.78,13.18,1130,0,0,1130,6,0.53,287,283,0,0,98.61,98.09,283,4,1.32,507,497,98.03,588,517,87.93,4.48,0.07777778,33.97,1.74
10/3/2014 7:00:00 PM,Nokia,MAP,MAP052,BCMP01,MAP0523,2,23,9.32,4.34,388,0,0,388,4,1.03,126,123,0,0,97.62,96.61,123,1,0.82,33,31,93.94,36,30,83.33,1.78,0,41.04,0
10/3/2014 6:00:00 PM,Nokia,MAP,MAP053,BCMP01,MAP0531,4,55,21.39,14.04,2093,0,0,2093,8,0.38,475,472,0,0,99.37,98.99,472,1,0.21,254,243,95.67,246,243,98.78,6.04,0.5,43.05,8.27
10/3/2014 7:00:00 PM,Nokia,MAP,MAP053,BCMP01,MAP0532,4,55,20.72,14.04,1787,0,0,1787,8,0.45,655,654,0,0,99.85,99.4,654,8,1.26,321,296,92.21,280,277,98.93,8.29,1.172222,59.04,14.14
10/3/2014 5:00:00 PM,Nokia,MAP,MAP053,BCMP01,MAP0533,2,23,9.87,5.08,300,0,0,300,3,1,88,87,0,0,98.86,97.87,87,0,0,165,164,99.39,174,171,98.28,1.46,0.1277778,28.74,8.75
10/3/2014 8:00:00 PM,Nokia,MAP,MAP072,BCMP01,MAP0721,1,31,6.88,2.93,289,0,0,288,0,0,69,69,0,0,100,100,69,0,0,135,134,99.26,129,129,100,1.57,0.4277778,53.57,27.21
