Date,Vendor,Pro,Site,BSC,Cell,TRX,SDCCH,TCH,Trafic offer,SD Attempt,SD Cong,SCR,SD Suc,SD Drop,SDR,TCH Attempt,TCH Succ,TCH Cong,TCR,TASR,CSSR,Call Suc,Call Drop,CDR,HO Attempt,HO Suc,HOSR,HI Attempt,HI Suc,HISR,Erlang peak,Erlang HR,TU (non HR),% Traffic HR,Erl/TRx,TU 80%,TU 100%,No TRX site,CSSR fail,HO fail,HI fail,DL LLC Data Volume (MB),UL LLC Data Volume (MB),DL TBF Congestion Rate (DTCR),UL TBF Congestion Rate (UTCR)
10/3/2014,Huawei,CAB,CAB006,BCNA04,CAB0061,5,72,29,21.93,5240,0,0,5240,9,0.17,2304,2299,0,0,99.78,99.61,2299,4,0.17,3781,3760,99.44,2708,2700,99.7,18.81,12.73,85.78,67.67,3.762,44.65811966,39.38442211,12,14,21,8,507.134969,60.849551,0.001970754,0.003319392
10/3/2014,Huawei,CAB,CAB006,BCNA04,CAB0062,3,40,17,11.49,2885,0,0,2885,1,0.03,1217,1216,0,0,99.92,99.88,1216,1,0.08,2285,2252,98.56,1675,1665,99.4,9.99,9.28,86.97,92.89,3.33,45.55403557,39.13043478,12,2,33,10,417.165179,47.703507,0.008734845,0.001677683
10/3/2014,Huawei,CAB,CAB006,BCNA04,CAB0063,4,56,23,16.63,5738,0,0,5738,8,0.14,2413,2409,0,0,99.83,99.7,2409,3,0.12,4957,4906,98.97,4071,4038,99.19,26.8,26.62,161.13,99.34,6.7,83.95989975,73.36435806,12,12,51,33,499.249715,80.984797,0.606561897,0.037386354
10/3/2014,Huawei,CAB,CAB006B,BCNA04,CAB0067,4,40,25,18.38,1154,0,0,1154,1,0.09,599,599,0,0,100,99.91,599,3,0.5,2828,2814,99.5,3920,3861,98.49,31.03,30.92,168.84,99.64,7.7575,87.13844426,77.07401888,16,1,14,59,113.361642,20.825273,0.007590133,0.029118863
10/3/2014,Huawei,CAB,CAB006B,BCNA04,CAB0068,6,72,37,29.17,1567,0,0,1567,0,0,799,798,0,0,99.87,99.87,798,0,0,1790,1775,99.16,2131,2092,98.17,17.01,2.8,58.32,16.44,2.835,30.74281583,27.02144559,16,1,15,39,127.36687,14.496905,0.01618123,0.027696995
10/3/2014,Huawei,CAB,CAB006B,BCNA04,CAB0069,6,72,37,29.17,1783,0,0,1783,1,0.06,833,832,0,0,99.88,99.82,832,0,0,3536,3487,98.61,4412,4371,99.07,33.96,33.87,116.42,99.74,5.66,61.3771914,53.94757744,16,2,49,41,97.991697,11.0587,0.039852546,0.032832636
10/3/2014,Huawei,CAB,CAB007,BCNA04,CAB0071,4,40,25,18.38,3536,0,0,3536,4,0.11,1499,1499,0,0,100,99.89,1499,2,0.13,1330,1320,99.25,664,662,99.7,9.5,0.3,51.67,3.13,2.375,26.67789947,23.59662196,11,4,10,2,93.176863,7.814509,0,0
10/3/2014,Huawei,CAB,CAB007,BCNA04,CAB0072,4,56,23,16.63,7988,0,0,7988,15,0.19,3431,3422,0,0,99.74,99.55,3422,9,0.26,2953,2919,98.85,2093,2091,99.9,31.31,31.15,188.26,99.5,7.8275,98.08897243,85.71037503,11,24,34,2,266.643994,24.335529,0,0.002122556
10/3/2014,Huawei,CAB,CAB007,BCNA04,CAB0073,3,40,17,11.49,6803,0,0,6803,10,0.15,2984,2974,0,0,99.66,99.52,2974,2,0.07,2944,2915,99.01,1619,1607,99.26,18.02,18,156.87,99.87,6.006666667,82.17054264,70.58362711,11,20,29,12,198.603337,15.321836,0.043539784,0.004393577
10/3/2014,Huawei,CAB,CAB007B,BCNA04,CAB0077,4,56,23,16.63,1515,0,0,1515,7,0.46,615,613,0,0,99.67,99.21,613,2,0.33,1734,1732,99.88,1898,1892,99.68,9.97,0.87,59.96,8.73,2.4925,31.23433584,27.29263619,12,9,2,6,36.145011,11.458562,0,0
10/3/2014,Huawei,CAB,CAB007B,BCNA04,CAB0078,4,56,23,16.63,1092,0,0,1092,1,0.09,508,506,0,0,99.61,99.52,506,1,0.2,1372,1371,99.93,2255,2244,99.51,21.48,21.47,129.17,99.94,5.37,67.29323308,58.80098549,12,3,1,11,18.113946,1.939687,0,0
10/3/2014,Huawei,CAB,CAB007B,BCNA04,CAB0079,4,56,23,16.63,1695,0,0,1695,11,0.65,872,854,8,0.92,97.94,97.3,854,5,0.59,3069,3033,98.83,4849,4792,98.82,41.29,41.24,248.28,99.89,10.3225,129.3546366,113.030386,12,29,36,57,24.308442,4.447063,0,0
10/3/2014,Huawei,CAB,CAB008,BCNA04,CAB0081,6,56,39,31,8500,0,0,8500,8,0.09,4135,4129,0,0,99.85,99.76,4129,7,0.17,3108,3095,99.58,2367,2360,99.7,45.7,45.5,147.41,99.57,7.616666667,77.287333,68.44391194,12,14,13,7,837.116734,164.277555,0.045989506,0.001242267
10/3/2014,Huawei,CAB,CAB008,BCNA04,CAB0082,4,56,23,16.63,3011,0,0,3013,0,0,1045,1036,0,0,99.14,99.14,1036,0,0,779,775,99.49,663,659,99.4,11.9,1.93,71.55,16.21,2.975,37.28070175,32.57596496,12,9,4,4,28.688359,8.566478,0.058685446,0
10/3/2014,Huawei,CAB,CAB008,BCNA04,CAB0083,2,24,11,6.615,2463,0,0,2463,1,0.04,308,307,0,0,99.68,99.63,307,1,0.33,481,478,99.38,392,391,99.74,2.91,2.91,43.93,100,1.455,23.60097324,19.53020134,12,2,3,1,38.707368,6.621442,0.008835874,0
10/3/2014,Huawei,CAB,CAB008B,BCNA04,CAB0087,4,56,23,16.63,2571,0,0,2571,1,0.04,1359,1358,0,0,99.93,99.89,1358,7,0.52,1991,1985,99.7,2640,2613,98.98,29.81,29.78,179.23,99.92,7.4525,93.38972431,81.60416096,10,2,6,27,174.820879,41.11254,0.030376671,0
10/3/2014,Huawei,CAB,CAB008B,BCNA04,CAB0088,2,24,11,6.615,460,0,0,460,2,0.43,231,231,0,0,100,99.57,231,2,0.87,466,447,95.92,574,572,99.65,5.3,2.27,80.12,42.77,2.65,42.98459043,35.5704698,10,2,19,2,6.600301,2.658014,0,0
10/3/2014,Huawei,CAB,CAB008B,BCNA04,CAB0089,4,56,23,16.63,235,0,0,235,1,0.43,80,80,0,0,100,99.57,80,1,1.25,143,143,100,250,249,99.6,2.54,0,15.3,0,0.635,7.957393484,6.95318916,10,1,0,1,4.213504,1.004648,0,0
10/3/2014,Huawei,CAB,CAB009,BCNA04,CAB0091,2,24,11,6.615,1261,0,0,1261,3,0.24,451,451,0,0,100,99.76,451,4,0.89,301,296,98.34,293,293,100,7.17,6.48,108.42,90.38,3.585,58.15085158,48.12080537,8,3,5,0,392.197913,117.857317,0.060851927,0.063964449
10/3/2014,Huawei,CAB,CAB009,BCNA04,CAB0092,2,24,11,6.615,3172,0,0,3172,3,0.09,1318,1314,0,0,99.7,99.6,1314,2,0.15,1533,1519,99.09,1249,1240,99.28,14.39,14.37,217.54,99.85,7.195,116.7072182,96.57718121,8,7,14,9,377.016219,114.807103,0.041766733,0.042313576
10/3/2014,Huawei,CAB,CAB009,BCNA04,CAB0093,4,56,23,16.63,3025,0,0,3025,3,0.1,1317,1307,1,0.08,99.24,99.14,1307,3,0.23,1879,1848,98.35,1701,1688,99.24,18.88,18.84,113.52,99.8,4.72,59.14786967,51.68354777,8,13,31,13,232.431934,51.903782,4.995165968,0.390439622
10/3/2014,Huawei,CAB,CAB010,BCNA04,CAB0101,4,56,23,16.63,1302,0,0,1302,2,0.15,449,447,0,0,99.55,99.4,447,0,0,464,463,99.78,458,453,98.91,5.67,0,34.08,0,1.4175,17.76315789,15.52148919,16,4,1,5,14.632917,1.453823,0.029146022,0
10/3/2014,Huawei,CAB,CAB010,BCNA04,CAB0102,6,88,35,27.34,4080,0,0,4081,0,0,1720,1715,0,0,99.71,99.71,1715,2,0.12,1538,1514,98.44,1447,1442,99.65,24.56,18.28,89.82,74.46,4.093333333,46.79878049,41.53559953,16,5,24,5,116.21211,15.131983,0.040359779,0.007282791
10/3/2014,Huawei,CAB,CAB010,BCNA04,CAB0103,6,88,35,27.34,7088,0,0,7088,2,0.03,3209,3196,0,0,99.59,99.57,3196,7,0.22,4338,4301,99.15,4060,4023,99.09,39.79,39.63,145.54,99.59,6.631666667,75.81935976,67.29240656,16,15,37,37,318.858901,37.086182,0.027649406,0.016351893
10/3/2014,Huawei,CAB,CAB011,BCNA04,CAB0111,3,40,17,11.49,4055,0,0,4055,5,0.12,1476,1473,0,0,99.8,99.67,1473,4,0.27,2422,2379,98.22,1719,1712,99.59,12.23,12.11,106.42,99.01,4.076666667,55.76835385,47.90442617,9,8,43,7,207.895979,60.098863,0.019136558,0.003919724
10/3/2014,Huawei,CAB,CAB011,BCNA04,CAB0112,4,56,23,16.63,3605,0,0,3605,4,0.11,1379,1374,0,0,99.64,99.53,1374,3,0.22,4686,4528,96.63,4700,4619,98.28,24.45,24.25,147,99.18,6.1125,76.59774436,66.93128935,9,9,158,81,274.536265,56.840463,0.109973194,0.013347868
10/3/2014,Huawei,CAB,CAB011,BCNA04,CAB0113,2,24,11,6.615,2007,0,0,2007,3,0.15,838,837,0,0,99.88,99.73,837,5,0.6,1545,1510,97.73,1207,1200,99.42,8.63,8.61,130.43,99.8,4.315,69.9918897,57.91946309,9,4,35,7,64.469884,9.017793,0,0
10/3/2014,Huawei,CAB,CAB011B,BCNA04,CAB0117,4,56,23,16.63,888,0,0,888,4,0.45,405,405,0,0,100,99.55,405,4,0.99,3066,3050,99.48,4179,4107,98.28,30.86,30.75,185.59,99.63,7.715,96.67919799,84.47851081,12,4,16,72,39.272935,10.904084,0.077029733,0
10/3/2014,Huawei,CAB,CAB011B,BCNA04,CAB0118,4,56,23,16.63,1149,0,0,1149,4,0.35,511,507,0,0,99.22,98.87,507,7,1.38,4284,4217,98.44,5374,5272,98.1,32.43,32.22,195.02,99.34,8.1075,101.5977444,88.77634821,12,8,67,102,112.365353,7.378809,0,0
10/3/2014,Huawei,CAB,CAB011B,BCNA04,CAB0119,4,56,23,16.63,773,0,0,773,0,0,369,361,0,0,97.83,97.83,361,0,0,1516,1499,98.88,1745,1739,99.66,11.19,1.31,67.3,11.7,2.7975,35.05639098,30.63235697,12,8,17,6,19.934827,1.59982,0,0
10/3/2014,Huawei,CAB,CAB012,BCNA04,CAB0120,2,24,11,6.615,4080,0,0,4080,4,0.1,1514,1442,50,3.3,95.24,95.15,1442,1,0.07,1420,1410,99.3,1137,1133,99.65,21.75,21.67,328.78,99.66,10.875,176.3990268,145.9731544,16,76,10,4,56.616813,11.953242,1.146039737,0.385529032
10/3/2014,Huawei,CAB,CAB012,BCNA04,CAB0121,6,72,37,29.17,7873,0,0,7873,9,0.11,3417,3415,0,0,99.94,99.83,3415,5,0.15,5084,4957,97.5,4262,4229,99.23,39.5,39.42,135.42,99.8,6.583333333,71.38984276,62.74821287,16,11,127,33,281.686427,45.674822,0.04761149,0.002595111
10/3/2014,Huawei,CAB,CAB012,BCNA04,CAB0122,4,56,23,16.63,2737,0,0,2737,2,0.07,1052,1050,0,0,99.81,99.74,1050,2,0.19,1907,1887,98.95,1888,1882,99.68,17.16,13.43,103.16,78.28,4.29,53.7593985,46.97508897,16,4,20,6,102.383271,23.038896,0,0
10/3/2014,Huawei,CAB,CAB012,BCNA04,CAB0123,4,56,23,16.63,2644,0,0,2644,0,0,1259,1258,0,0,99.92,99.92,1258,1,0.08,1929,1849,95.85,1434,1430,99.72,11.48,1.65,69.04,14.34,2.87,35.96491228,31.42622502,16,1,80,4,256.518521,55.561784,0.004545455,0.007703369
10/3/2014,Huawei,CAB,CAB012C,BCNA04,CAB0124,4,56,23,16.63,1092,0,0,1092,0,0,449,447,0,0,99.55,99.55,447,1,0.22,1752,1749,99.83,3174,3154,99.37,45.76,45.75,275.17,99.98,11.44,143.358396,125.2669039,12,2,3,20,13.830041,1.766323,0,0
10/3/2014,Huawei,CAB,CAB012C,BCNA04,CAB0125,4,56,23,16.63,1957,0,0,1957,1,0.05,995,994,0,0,99.9,99.85,994,3,0.3,3697,3672,99.32,4583,4479,97.73,30.88,30.78,185.68,99.7,7.72,96.74185464,84.53326033,12,2,25,104,236.64132,24.759699,0,0
10/3/2014,Huawei,CAB,CAB012C,BCNA04,CAB0126,4,56,23,16.63,891,0,0,891,1,0.11,517,516,0,0,99.81,99.69,516,2,0.39,1921,1920,99.95,2366,2320,98.06,17.59,17.2,105.76,97.81,4.3975,55.10651629,48.15220367,12,2,1,46,80.589818,18.186144,0,0
10/3/2014,Huawei,CAB,CAB012B,BCNA04,CAB0127,4,40,25,18.38,4206,0,0,4206,1,0.02,2090,2087,0,0,99.86,99.83,2087,6,0.29,3180,3147,98.96,2127,2082,97.88,11.25,1.19,61.2,10.61,2.8125,31.59224937,27.94336811,12,4,33,45,451.028269,50.029802,0.015167602,0.004392387
10/3/2014,Huawei,CAB,CAB012B,BCNA04,CAB0128,4,40,25,18.38,762,0,0,762,0,0,336,334,0,0,99.4,99.4,334,0,0,1158,1155,99.74,1388,1375,99.06,9.71,0.25,52.81,2.59,2.4275,27.26762145,24.1182315,12,2,3,13,49.635658,9.641704,0.020833333,0.02396549
10/3/2014,Huawei,CAB,CAB012B,BCNA04,CAB0129,4,56,23,16.63,712,0,0,712,0,0,290,289,0,0,99.66,99.66,289,0,0,1092,1087,99.54,1079,1056,97.87,4.31,0,25.92,0,1.0775,13.50250627,11.79852176,12,1,5,23,35.412062,7.616377,0.001928231,0
10/3/2014,Huawei,CAB,CAB013,BCNA04,CAB0131,4,40,25,18.38,4347,0,0,4348,4,0.09,1875,1873,0,0,99.89,99.8,1873,0,0,2498,2448,98,1432,1410,98.46,9.8,0.52,53.32,5.32,2.45,27.52035945,24.34177844,10,6,50,22,700.114093,88.277295,0.056634574,0.008814164
10/3/2014,Huawei,CAB,CAB013,BCNA04,CAB0132,2,24,11,6.615,2585,0,0,2585,0,0,1159,1158,0,0,99.91,99.91,1158,0,0,2061,2053,99.61,1583,1575,99.49,9.22,9.1,139.41,98.68,4.61,74.77696675,61.87919463,10,1,8,8,96.87958,24.880291,0.037360676,0.010313265
10/3/2014,Huawei,CAB,CAB013,BCNA04,CAB0133,4,56,23,16.63,3498,0,0,3498,6,0.17,1529,1528,0,0,99.93,99.76,1528,2,0.13,2109,2077,98.48,1438,1414,98.33,10.6,1.25,63.73,11.83,2.65,33.20802005,29.0172461,10,7,32,24,464.71874,68.728056,0.088343125,0.014520321
10/3/2014,Huawei,CAB,CAB013C,BCNA04,CAB0134,4,56,23,16.63,2528,0,0,2528,2,0.08,1151,1148,1,0.09,99.74,99.66,1148,3,0.26,5145,5086,98.85,6426,6373,99.18,43.73,43.57,262.95,99.63,10.9325,136.9987469,119.7098275,12,5,59,53,179.466647,25.552536,0.16293279,0.210175388
10/3/2014,Huawei,CAB,CAB013C,BCNA04,CAB0135,5,72,29,21.93,1022,0,0,1022,0,0,522,522,0,0,100,100,522,7,1.34,4526,4489,99.18,6653,6563,98.65,45.18,45.12,206.01,99.86,9.036,107.2649573,94.59798995,12,0,37,90,38.848325,6.501293,0.031210986,0
10/3/2014,Huawei,CAB,CAB013C,BCNA04,CAB0136,3,40,17,11.49,1175,0,0,1175,0,0,618,615,1,0.16,99.51,99.51,615,4,0.65,2479,2466,99.48,3891,3855,99.07,31.7,31.59,275.92,99.63,10.56666667,144.5508436,124.1676459,12,3,13,36,48.040715,9.525722,0.01435235,0
10/3/2014,Huawei,CAB,CAB013B,BCNA04,CAB0137,4,40,25,18.38,1564,0,0,1564,2,0.13,738,737,0,0,99.86,99.74,737,0,0,2091,2064,98.71,2100,2088,99.43,11.29,5.19,61.43,46.01,2.8225,31.70457737,28.04272231,12,3,27,12,184.124939,26.003239,0.011298584,0.003611542
10/3/2014,Huawei,CAB,CAB013B,BCNA04,CAB0138,4,56,23,16.63,2357,0,0,2357,0,0,1239,1239,0,0,100,100,1239,4,0.32,2357,2298,97.5,2390,2367,99.04,18.95,14.99,113.93,79.13,4.7375,59.36716792,51.87517109,12,0,59,23,263.801237,45.559552,0.041848214,0.036820937
10/3/2014,Huawei,CAB,CAB013B,BCNA04,CAB0139,4,56,23,16.63,2597,0,0,2597,0,0,1089,1086,0,0,99.72,99.72,1086,3,0.28,2140,2114,98.79,1924,1908,99.17,13.49,6.37,81.12,47.21,3.3725,42.26190476,36.92855188,12,3,26,16,376.487024,63.147423,0.12278801,0.006575595
10/3/2014,Huawei,CAB,CAB014,BCNA04,CAB0141,3,40,17,11.49,3112,0,0,3113,10,0.32,1059,1056,0,0,99.72,99.4,1056,2,0.19,734,732,99.73,696,664,95.4,13.97,13.96,121.62,99.91,4.656666667,63.70269038,54.71993733,11,13,2,32,154.846508,17.42523,0.077140653,0.007257947
10/3/2014,Huawei,CAB,CAB014,BCNA04,CAB0142,4,56,23,16.63,1369,0,0,1369,1,0.07,562,562,0,0,100,99.93,562,0,0,689,688,99.85,692,689,99.57,7.6,0.08,45.71,0.99,1.9,23.80952381,20.80481796,11,1,1,3,27.664028,16.182289,0.050479556,0
10/3/2014,Huawei,CAB,CAB014,BCNA04,CAB0143,4,56,23,16.63,4289,0,0,4289,215,5.01,1569,1565,0,0,99.75,94.75,1565,4,0.26,1979,1959,98.99,2041,2013,98.63,21.95,21.79,132.01,99.26,5.4875,68.76566416,60.08759923,11,219,20,28,45.665815,6.316666,0.011047282,0.007051192
10/3/2014,Huawei,CAB,CAB017,BCNA04,CAB0171,4,56,23,16.63,3181,0,0,3181,4,0.13,1406,1400,0,0,99.57,99.45,1400,4,0.29,1306,1296,99.23,1310,1301,99.31,30.01,29.87,180.43,99.54,7.5025,94.01629073,82.15165617,12,10,10,9,229.218161,15.581642,0.017597372,0.008595127
10/3/2014,Huawei,CAB,CAB017,BCNA04,CAB0172,6,88,35,27.34,5873,0,0,5873,1,0.02,2786,2785,0,0,99.96,99.95,2785,4,0.14,914,911,99.67,915,915,100,47.73,47.7,174.59,99.93,7.955,90.94893293,80.72044647,12,2,3,0,643.44622,60.409441,0.29933867,0.00723685
10/3/2014,Huawei,CAB,CAB017,BCNA04,CAB0173,2,24,11,6.615,854,0,0,854,2,0.23,374,368,0,0,98.4,98.17,368,4,1.09,248,241,97.18,234,233,99.57,5.35,4.46,80.83,83.49,2.675,43.39010543,35.90604027,12,8,7,1,3.043603,1.259063,0.180733779,0.086580087
10/3/2014,Huawei,CAB,CAB018,BCNA04,CAB0181,4,56,23,16.63,1935,0,0,1935,0,0,899,895,0,0,99.56,99.56,895,1,0.11,69,63,91.3,71,71,100,16.04,15.36,96.45,95.74,4.01,50.25062657,43.9091158,12,4,6,0,101.42579,8.573069,0.022016733,0.006847908
10/3/2014,Huawei,CAB,CAB018,BCNA04,CAB0182,6,88,35,27.34,5332,0,0,5332,7,0.13,2623,2619,0,0,99.85,99.72,2619,6,0.23,178,176,98.88,169,168,99.41,36.24,35.56,132.53,98.15,6.04,69.05487805,61.28868595,12,11,2,1,50.771202,14.8249,0,0.047789725
10/3/2014,Huawei,CAB,CAB018,BCNA04,CAB0183,2,24,11,6.615,854,0,0,854,0,0,344,344,0,0,100,100,344,1,0.29,202,201,99.5,184,182,98.91,4.16,2.18,62.92,52.43,2.08,33.73884834,27.91946309,12,0,1,2,20.24211,11.155578,0,0
10/3/2014,Huawei,CAB,CAB019,BCNA04,CAB0191,6,88,35,27.34,7595,0,0,7595,3,0.04,1328,1322,0,0,99.55,99.51,1322,3,0.23,2425,2419,99.75,2731,2726,99.82,24.17,17.69,88.41,73.18,4.028333333,46.05564024,40.87603585,16,9,6,5,40.455751,5.583738,0.343796712,0.007444353
10/3/2014,Huawei,CAB,CAB019,BCNA04,CAB0192,4,56,23,16.63,2249,0,0,2249,2,0.09,728,724,0,0,99.45,99.36,724,3,0.41,1291,1286,99.61,1367,1358,99.34,11.81,2.02,71.05,17.13,2.9525,36.99874687,32.32959212,16,6,5,9,40.039952,13.226004,0.01439056,0.024470819
10/3/2014,Huawei,CAB,CAB019,BCNA04,CAB0193,6,88,35,27.34,9678,0,0,9673,1,0.01,5080,5050,1,0.02,99.41,99.4,5050,2,0.04,3226,3215,99.66,2135,2130,99.77,63.42,63.35,231.98,99.88,10.57,120.8460366,107.2552004,16,31,11,5,382.855651,40.790274,0.267717707,0.218258917
10/3/2014,Huawei,CAB,CAB019B,BCNA04,CAB0197,4,56,23,16.63,64,0,0,64,0,0,30,30,0,0,100,100,30,0,0,440,440,100,525,524,99.81,2.37,0,14.25,0,0.5925,7.42481203,6.487818232,12,0,0,1,1.181749,0.03136,0,2.272727273
10/3/2014,Huawei,CAB,CAB019B,BCNA04,CAB0198,4,56,23,16.63,92,0,0,92,0,0,38,38,0,0,100,100,38,0,0,35,35,100,74,74,100,1.15,0,6.91,0,0.2875,3.602756892,3.148097454,12,0,0,0,0.360338,0.123235,0,0
10/3/2014,Huawei,CAB,CAB019B,BCNA04,CAB0199,4,56,23,16.63,1243,0,0,1243,0,0,734,733,0,0,99.86,99.86,733,0,0,1221,1217,99.67,2014,2006,99.6,23.3,23.29,140.13,99.93,5.825,72.99498747,63.7831919,12,1,4,8,0.57873,0.254888,0.001870348,0
10/3/2014,Huawei,CAB,CAB020,BCNA04,CAB0201,6,88,35,27.34,4186,0,0,4186,1,0.02,1772,1768,0,0,99.77,99.75,1768,2,0.11,1296,1276,98.46,545,545,100,16.23,1.53,59.37,9.46,2.705,30.92606707,27.44799594,12,5,20,0,1165.470077,151.84113,0.16,0.025755495
10/3/2014,Huawei,CAB,CAB020,BCNA04,CAB0202,6,88,35,27.34,1693,0,0,1693,1,0.06,731,730,0,0,99.86,99.8,730,0,0,648,626,96.6,170,170,100,2.33,0,8.53,0,0.388333333,4.439786585,3.940470151,12,2,22,0,38.9326,6.485212,0,0
10/3/2014,Huawei,CAB,CAB020B,BCNA04,CAB0207,4,56,22,16.63,1498,0,0,1498,1,0.07,691,691,0,0,100,99.93,691,1,0.14,572,572,100,1284,1266,98.6,27.21,26.98,163.61,99.15,6.8025,90.4587766,78.46020761,8,1,0,18,397.150918,62.513839,0,0
10/3/2014,Huawei,CAB,CAB020B,BCNA04,CAB0208,4,56,24,16.63,1483,0,0,1483,0,0,703,703,0,0,100,100,703,0,0,285,283,99.3,864,864,100,21.55,21.42,129.59,99.42,5.3875,63.83293839,56.13441,8,0,2,0,57.556657,8.094958,0.454803866,5.287306096
10/3/2014,Huawei,CAB,CAB025,BCNA04,CAB0251,4,56,23,16.63,1464,0,0,1464,1,0.07,649,645,0,0,99.38,99.32,645,2,0.31,243,243,100,235,233,99.15,7.74,0.1,46.54,1.34,1.935,24.2481203,21.1880646,12,5,0,2,0.847443,0.438526,0.033489618,0
10/3/2014,Huawei,CAB,CAB025,BCNA04,CAB0252,4,56,23,16.63,2373,0,0,2373,1,0.04,1163,1158,0,0,99.57,99.53,1158,2,0.17,208,208,100,227,227,100,16.69,16.14,100.35,96.72,4.1725,52.28696742,45.68847523,12,6,0,0,103.456769,12.891149,0.409117475,0
10/3/2014,Huawei,CAB,CAB025,BCNA04,CAB0253,4,56,23,16.63,1999,0,0,1999,0,0,892,891,0,0,99.89,99.89,891,2,0.22,374,371,99.2,358,357,99.72,12.13,2.61,72.93,21.48,3.0325,38.00125313,33.20558445,12,1,3,1,18.069495,1.427273,0.165425972,0.010849517
10/3/2014,Huawei,CAB,CAB041,BCNA04,CAB0411,4,56,23,16.63,1479,0,0,1479,1,0.07,641,639,0,0,99.69,99.62,639,1,0.16,251,249,99.2,237,237,100,7.1,0,42.67,0,1.775,22.24310777,19.43607993,12,3,2,0,24.720529,1.283015,0,0
10/3/2014,Huawei,CAB,CAB041,BCNA04,CAB0412,4,56,23,16.63,2399,0,0,2399,1,0.04,919,915,0,0,99.56,99.52,915,1,0.11,240,238,99.17,229,229,100,11.91,5.62,71.62,47.17,2.9775,37.31203008,32.60333972,12,5,2,0,55.109749,10.467893,0.209351012,0.022665458
10/3/2014,Huawei,CAB,CAB041,BCNA04,CAB0413,4,56,23,16.63,2272,0,0,2272,0,0,1028,1023,0,0,99.51,99.51,1023,2,0.2,335,333,99.4,349,333,95.42,13.12,3.05,78.9,23.25,3.28,41.10275689,35.91568574,12,5,2,16,62.124678,3.401012,0.003213781,0
10/3/2014,Huawei,CAB,CAB050,BCNA04,CAB0500,6,88,36,27.34,5524,0,0,5524,0,0,2851,2851,0,0,100,100,2851,1,0.04,3059,3051,99.74,1272,1270,99.84,10.99,0.05,40.19,0.46,1.831666667,20.56896874,18.00458716,24,0,8,2,496.715542,56.692029,0,0.004582601
10/3/2014,Huawei,CAB,CAB050,BCNA04,CAB0501,6,88,35,27.34,7749,0,0,7749,0,0,3669,3664,0,0,99.86,99.86,3664,2,0.05,6518,6494,99.63,6645,6632,99.8,47.93,47.41,175.31,98.92,7.988333333,91.33003049,81.05868426,24,5,24,13,230.828528,39.066917,0.019421247,0
10/3/2014,Huawei,CAB,CAB050,BCNA04,CAB0502,6,88,35,27.34,4358,0,0,4358,0,0,2270,2265,0,0,99.78,99.78,2265,3,0.13,2407,2387,99.17,1452,1449,99.79,16.34,13.55,59.78,82.88,2.723333333,31.13567073,27.63402672,24,5,20,3,228.090808,39.338186,0,0.00206744
10/3/2014,Huawei,CAB,CAB050,BCNA04,CAB0503,6,88,35,27.34,3748,0,0,3748,0,0,1804,1802,0,0,99.89,99.89,1802,5,0.28,2152,2138,99.35,1525,1520,99.67,15.11,11.77,55.29,77.86,2.518333333,28.79192073,25.55386437,24,2,14,5,132.452102,32.390491,0,0
10/3/2014,Huawei,CAB,CAB050C,BCNA04,CAB0504,4,56,23,16.63,4602,0,0,4602,2,0.04,2046,2025,4,0.2,98.97,98.93,2025,4,0.2,3402,3395,99.79,3595,3590,99.86,45.8,45.77,275.41,99.94,11.45,143.4837093,125.376403,12,23,7,5,139.219852,30.628503,2.351399807,9.604444019
10/3/2014,Huawei,CAB,CAB050C,BCNA04,CAB0505,4,56,23,16.63,2652,0,0,2652,2,0.08,1419,1416,0,0,99.79,99.71,1416,5,0.35,4392,4373,99.57,5684,5661,99.6,38.92,38.43,234.02,98.75,9.73,121.9298246,106.5425678,12,5,19,23,114.205206,12.515532,0.020208144,0.058275058
10/3/2014,Huawei,CAB,CAB050C,BCNA04,CAB0506,4,56,23,16.63,1147,0,0,1147,3,0.26,605,605,0,0,100,99.74,605,2,0.33,1889,1879,99.47,2324,2278,98.02,16.08,15.36,96.71,95.54,4.02,50.37593985,44.01861484,12,3,10,46,38.716314,10.213098,0.002767515,0.036394517
10/3/2014,Huawei,CAB,CAB050B,BCNA04,CAB0507,6,88,35,27.34,9041,0,0,9041,2,0.02,5409,5406,0,0,99.94,99.92,5406,3,0.06,5336,5326,99.81,3737,3728,99.76,44.97,44.71,164.5,99.4,7.495,85.68978659,76.05276509,18,5,10,9,1021.936407,119.685001,0.657216495,0.031115395
10/3/2014,Huawei,CAB,CAB050B,BCNA04,CAB0508,6,88,35,27.34,1258,0,0,1258,0,0,706,706,0,0,100,100,706,2,0.28,4279,4269,99.77,5208,5187,99.6,22.65,21.34,82.85,94.23,3.775,43.15929878,38.30542872,18,0,10,21,70.946949,9.503931,0,0.011551346
10/3/2014,Huawei,CAB,CAB050B,BCNA04,CAB0509,6,88,35,27.34,3654,0,0,3654,0,0,1989,1986,0,0,99.85,99.85,1986,3,0.15,5353,5333,99.63,7296,7283,99.82,52,51.47,190.18,98.99,8.666666667,99.08536585,87.9418231,18,3,20,13,141.647975,21.511944,0.223847187,0.025106703
10/3/2014,Huawei,CAB,CAB059,BCNA04,CAB0591,4,56,23,16.63,2051,0,0,2050,1,0.05,754,750,0,0,99.47,99.42,750,2,0.27,62,62,100,67,67,100,11.89,1.47,71.52,12.39,2.9725,37.24937343,32.5485902,10,5,0,0,46.303836,11.638761,0.174302789,0.059642147
